0.1	0.000391124
0.100056	0.000387952
0.100117	0.000388779
0.100185	0.000388513
0.100259	0.000388259
0.100342	0.000387868
0.100432	0.000387427
0.100531	0.000386929
0.10064	0.000386384
0.10075	0.000385852
0.100866	0.000385306
0.100983	0.000384772
0.101109	0.000384212
0.101236	0.000383662
0.101362	0.000383133
0.101489	0.00038261
0.101615	0.000382106
0.101741	0.000381611
0.101868	0.000381131
0.101994	0.000380661
0.102121	0.000380206
0.102247	0.000379759
0.102374	0.000379326
0.1025	0.000378901
0.102639	0.000378442
0.102786	0.000377961
0.102945	0.00037746
0.103116	0.000376921
0.103287	0.000376402
0.103458	0.000375891
0.10363	0.000375397
0.103801	0.000374908
0.103972	0.000374434
0.104144	0.000373965
0.104315	0.000373508
0.104486	0.000373055
0.104657	0.000372613
0.104829	0.000372175
0.105	0.000371748
0.105179	0.000107385
0.105243	0.000108959
0.105314	0.000107615
0.105386	0.000106998
0.105465	0.000106247
0.10555	0.000105501
0.105642	0.000104709
0.105746	0.000103865
0.105855	0.000102996
0.105973	0.000102096
0.1061	0.000101145
0.10624	0.000100128
0.106398	9.90088e-05
0.106555	9.792e-05
0.106713	9.68534e-05
0.10687	9.58143e-05
0.107028	9.47922e-05
0.107185	9.37934e-05
0.107343	9.281e-05
0.1075	9.18466e-05
0.107679	9.07694e-05
0.107872	8.96282e-05
0.108085	8.83942e-05
0.108298	8.71903e-05
0.10851	8.60073e-05
0.108723	8.48529e-05
0.108936	8.37177e-05
0.109149	8.2608e-05
0.109362	8.15164e-05
0.109574	8.04478e-05
0.109787	7.93963e-05
0.11	0.000385185
0.110056	0.000381548
0.110117	0.000382505
0.110185	0.000382231
0.110259	0.000381975
0.110342	0.00038158
0.110432	0.000381134
0.110531	0.000380633
0.11064	0.000380085
0.11075	0.000379555
0.110866	0.000379012
0.110983	0.000378484
0.111109	0.000377934
0.111236	0.000377396
0.111362	0.000376883
0.111489	0.000376381
0.111615	0.0003759
0.111741	0.000375431
0.111868	0.000374982
0.111994	0.000374546
0.112121	0.000374126
0.112247	0.000373719
0.112374	0.000373329
0.1125	0.00037295
0.112639	0.000372544
0.112786	0.000372124
0.112945	0.000371692
0.113116	0.000371234
0.113287	0.000370798
0.113458	0.000370375
0.11363	0.000369971
0.113801	0.000369576
0.113972	0.000369197
0.114144	0.000368826
0.114315	0.000368469
0.114486	0.000368119
0.114657	0.000367782
0.114829	0.000367451
0.115	0.00036713
0.115179	0.000103146
0.115243	0.000104607
0.115314	0.000103327
0.115386	0.000102707
0.115465	0.00010198
0.11555	0.000101255
0.115642	0.000100487
0.115746	9.96687e-05
0.115855	9.883e-05
0.115973	9.7961e-05
0.1161	9.70458e-05
0.11624	9.60693e-05
0.116398	9.49968e-05
0.116555	9.39559e-05
0.116713	9.29384e-05
0.11687	9.1949e-05
0.117028	9.09777e-05
0.117185	9.00304e-05
0.117343	8.90987e-05
0.1175	8.81876e-05
0.117679	8.71703e-05
0.117872	8.60928e-05
0.118085	8.49297e-05
0.118298	8.37959e-05
0.11851	8.26839e-05
0.118723	8.15987e-05
0.118936	8.05329e-05
0.119149	7.94913e-05
0.119362	7.84674e-05
0.119574	7.74656e-05
0.119787	7.648e-05
0.12	0.000382212
0.120056	0.000378449
0.120117	0.000379483
0.120185	0.000379206
0.120259	0.000378975
0.120342	0.000378605
0.120432	0.000378194
0.120531	0.000377733
0.12064	0.000377235
0.12075	0.000376756
0.120866	0.000376271
0.120983	0.000375802
0.121109	0.000375318
0.121236	0.000374849
0.121362	0.000374405
0.121489	0.000373971
0.121615	0.00037356
0.121741	0.00037316
0.121868	0.00037278
0.121994	0.000372412
0.122121	0.00037206
0.122247	0.00037172
0.122374	0.000371395
0.1225	0.000371079
0.122639	0.000370743
0.122786	0.000370395
0.122945	0.000370034
0.123116	0.000369653
0.123287	0.000369291
0.123458	0.000368939
0.12363	0.000368602
0.123801	0.000368272
0.123972	0.000367955
0.124144	0.000367641
0.124315	0.000367338
0.124486	0.000367039
0.124657	0.000366749
0.124829	0.000366463
0.125	0.000366184
0.125179	0.000101962
0.125243	0.000103327
0.125314	0.000102119
0.125386	0.000101484
0.125465	0.000100766
0.12555	0.000100044
0.125642	9.92798e-05
0.125746	9.84675e-05
0.125855	9.76352e-05
0.125973	9.67738e-05
0.1261	9.58676e-05
0.12624	9.49016e-05
0.126398	9.3842e-05
0.126555	9.28147e-05
0.126713	9.18121e-05
0.12687	9.08379e-05
0.127028	8.98829e-05
0.127185	8.89521e-05
0.127343	8.80381e-05
0.1275	8.71447e-05
0.127679	8.61484e-05
